id redação,id prompt,redação,Sintaxe,Desvios,nota,Tema,Tipologia,Conclusão,Repertório,Pertinencia,Uso produtivo?,nota,Direção,Projeto de Texto,"Informações, fatos e opiniões",Contradição,nota,Elementos coesivos,Repetições,Inadequações,Monobloco?,nota,Direitos humanos,Aderência,Elementos,Condicional,nota
31.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['Na idade média, o suicídio do nobre era considerado um ato corajoso e honroso independente do motivo. Mas, o suicídio do pobre era ser egoísta e covarde. Contudo, não se assemelha aos altos índices que vemos , hoje, no Brasil. Os jovens do século XXI estão presos no mundo da solidão das redes sociais no qual buscam entretenimento para os problemas e sofrimentos. Mas, esse ainda é um assunto sem fortes debates na no contexto familiar brasileiro.', 'Ademais, adolescentes e também adultos se acomodam cada dia mais com a vida virtual, que gera o desejo de isolar-se . Passou a ser extinto o diálogo entre pais e filhos, a conversa e diversão entre amigos, porque muitos idealizaram um mundo denominado “seu”. Na maioria dos casos, trocam um passeio ao ar livre por uma tarde olhando publicações no facebook, instagram e whatsApp. Muitas vezes, é mais fácil conversar com alguém desconhecido por esses meios supracitados do que algum familiar, pelo medo de não ser compreendido. Alguns sequer falam dos seus medos, inseguranças e problemas por conta da idealização da vida perfeita nas redes sociais. Por isso, é necessário diálogo dentro do lar, para perceber que problemas são temporários. ', 'Familiares e amigos nem sempre percebem que a iniciativa do suicídio pode já está sendo gerada na mente do jovem, pensam que isso não vai acontecer e então não precisa ser conversado sobre . Muitas vezes, é necessário ressaltar o quanto aquelas pessoas ao redor são importantes, procurar mantê-las cientes do valor da vida. Procurar ajuda principalmente com psicólogos é uma forma de desejar ser curado dos maus pensamentos e do desejo de tirar a própria vida. Como diz Augusto Cury, “quando uma pessoa pensa em suicídio, ela quer matar a dor, mas nunca a vida”. A dor dos problemas, medo, solidão e insegurança que para muitos parece ser eterna. ', 'Se faz necessário campanhas midiáticas para divulgar como pode ser percebido o pensamento suicida e como esse assunto deve ser abordado dentro do próprio lar. Os gestores municipais e estaduais devem disponibilizar uma central para ajudar nas descobertas/desconfiança dos casos para que assim seja possível uma visita com especialistas para evitar o aumento do percentual de suicídio. A sociedade pode promover palestras de conscientização sobre o valor da vida para o incentivo de buscar os sonhos e objetivos ao invés da morte e solidão. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Muitas inadequações,Não é um monobloco,2,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
35.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['No período literário ultrarromântico, é depressão foi predominante presente nos poemas e na vida dos poetas, de tal maneira que promoveu o suicídio. Nesse contexto, o suicídio ainda está visível na sociedade hodierna. Dessa forma, a liquidez humana e a pressão social são fatores que configuram na continuidade dessa problemática. ', 'É fundamental pontuar que a modernidade líquida é um fato e responsável para a permanência do suicídio. Nesse sentido, na contemporaneidade, as relações interpessoais são efêmeras, conforme defendeu o sociólogo Zygmunt Bauman, então, tornam-se fragilizadas e, assim, acarretam no afastamento social. Consequentemente, a falta e interação e o resguardo sentimental podem provocar o desenvolvimento de danos psíquicos que, em situações mais alarmantes, causam até o ato suicida. Não obstante, expositivamente, nos dados da folha , aproximadamente 30 suicídios acontecem por dia no Brasil.', 'Sob outro ângulo, ao que concerne a problemática, também há pressão coletiva que desampara os jovens. Isso ocorre porque a sociedade determina um costume, como o de estar no mercado e trabalho ou na faculdade, então, exerce uma pressão, mormente nos jovens, para atingirem essas metas. Consoante, legitimava o teórico Émile Durkheim, esse fato social, como nomeia de coercitivo, induz a confirmação desses as regras e sociedade . Consequentemente, promova-se em um desamparo social que, somado a pressão, impacta diretamente a psique humana, por conseguinte, tendo o potencial de ceifar a própria vida . ', 'Torna-se evidente, portanto, que o suicídio é um mal para a população brasileira. Sendo assim, cabe ao Governo Federal, por meio do Ministério da Saúde, em parceria com escolas e postos e saúde, deve direcionar profissionais da saúde mental, como psicólogos e psiquiatras, contratados por concurso público, a fim de tratar, orientar e debater com os alunos, pais e todos os frequentadores desses âmbitos sobre os fatos como os supracitados. Ademais, ao Ministério das Comunicações cabe elaborar campanhas mediáticas sobre as consequências causadas pela pressão social em um indivíduo, com o propósito de desempenhar reflexão sobre esse imbróglio para que, desse modo, os casos de suicídio venham amenizar.']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
39.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"[""Em 1974 o sociólogo David Phillips cunhou o termo ''Efeito Werther'' para designar a influência de um suícido amplamente divulgado sobre novos casos de suicídio. O termo se deve ao romance ''Os sofrimentos do jovem Werther'' no qual o protagonista tira sua própria vida em razão de um relacionamento amoroso. A relação entre a popularização de famosos casos de suícidio e o crescente número de vitímas mostra a necessidade de controlar a idealização do auto-homicídio como uma soluçãopara um determinado problema ou para promover a ascensão social."", 'Na literatura adolescente, observa-se que os sintomas da depressão são bastante frequentes e se dão atráves de problemas cotidianos como: uma nota baixa na escola, o desentendimento com os familiares mais próximos ou a constante rejeição social. Tais problemas são característicos entre os jovens e se devem á singularidade da comunidade correspondente a essa faixa etária. Destarte, o suícidio mostra-se como uma alternativa a estes impecilhos. ', 'Além disso, não há profissionais capacitados nas escolas ou nas clínicas públicas de saúde responsáveis pela saúde mental dos adolescentes prejudicando aqueles que são menos abastados e não são capazes de pagar por um tratamento particular. ', 'Dado o exposto, cabe ao governo federal elaborar atráves do Ministério da Saúde campanhas que visam a prevenção do suícidio, indo até as escolas e universidades. Como também, o Estado deve ser responsável pelo controle do noticiário nacional conforme as normas da OMS (Organização Mundial da Saúde) que procuram minimizar as notícias relacionadas ao suicídio, em razão daqueles que estão mentalmente fragilizados. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Uma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
46.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['Desde o inicio do século XXI, os casos de suicídio aumentaram de maneira significativa no Brasil. Segundo o levantamento feito pelo sociólogo Júlio Jacobo, entre 2000 e 2015, os casos de suicídio de jovens entre 15 e 19 anos cresceram 45%. ', 'É de conhecimento geral que, na maioria das vezes, o suicídio tenha sido causado pela depressão. Entretanto, a série s 13 porquês"", lançada pela Netflix em março do ano passado e inspirada no livro de Jay Asher, mostra que essa atitude extrema também pode ter seus fundamentos no bullying. Esses casos apenas dão razão á frase de Sêneca, viver significa lutar . Mas, ainda sim é possível tornar essa luta um pouco mais justa e igualitária. ', 'A internet, como uma das principais formas e comunicação do mundo globalizado, dispõe de muitos serviços de atendimentos gratuitos para pessoas que pensam em cometer suicídio. É importante lembrar que o Centro de Valorização da Vida, CVV, atende pelo número 188 e pode ajudar significativamente alguém que pensa em tirar sua própria vida. Esse tipo de iniciativa deve ser incentivada e valorizada, tendo em vista que muitas vezes a pessoa com pensamentos suicidas se sente constrangida em se abrir com amigos e familiares. ', 'Logo, podemos concluir que não há maneira mais efetiva de diminuir os números alarmantes de suicídio do que saber identificar os sinais que uma pessoa depressiva e com pensamentos suicidas dá . Para isso, o Ministério da Saúde em conjunto com a mídia, deve promover campanhas que falem sobre esse assunto que ainda é considerado tabu . As instituições escolares também podem participar desse processo incentivando os pais e responsáveis a participarem e observarem ativamente o comportamento dos filhos. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Uma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
47.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['Desde o iluminismo, entende-se que a sociedade só progride quando um se mobiliza pelo outro.No entanto quando se observa o númerode casos de jovens que tiram a vida por motivos psicológicos ou emocionais, convém analisamos os efeitos e consequência dessa problemática. ', ' Segundo dados do IBGE (Instituto brasileiro de geografia e estàtisticas), o suicídio é a segunda maior causa de morte entre jovens de 15 e 19 anos, isso pode ser causado por vários pontos, seja psicológicos, que requerem tratamentos e acompanhamento psicológico, ou emocionais, que muito das vezes passa despercebido pelos pais. ', 'Outrossim, destaca-se que esses ideais iluminista é contestado apenas na teória e não na prática , tendo em vista a falta de acompanhamento escolar para com seu jovens. ue acabam cometendo o ato de tirar a própria vida como uma forma de fazer passa sua dor ou até mesmo punir pessoas próximas a ele ou ela ', ' Destaca-se, portanto, uma inião dos ministérios da saúde e educação, para ministrarem palestras em escolas de ensino fundamental e médio com especialistas falando sobre o assunto para pais e alunos, é acompanhamento parental, incentivando seus filhos e filhas a falarem sobre o assunto, poís segundo Durkheim: o homem mais do que formado da sociedade, é um produto dela . ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Duas partes embrionárias,Conclusão é finalizada,Legitimado,Não pertinente ao tema,Com uso improdutivo,2,Com direção,Projeto de texto com muitas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,2,Presença pontual de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Muitas inadequações,Não é um monobloco,2,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
50.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['Suicídio. Palavra árdua. Traz um clima tenso ao ser proferida, causa desconforto. Alguns preferem fingir que ele não existe. Vamos encarar: ele é real. Não é de hoje, mas é imensamente perceptível, por meio de levantamentos, o crescimento das taxas de suicídio ao compararmos com um passado recente. No que checamos estes levantamentos, todos mostram algo em comum: o jovem como predominante vítima. Por ano, são 1,3 milhões de jovens mortos no mundo, vítimas das mais diversas causas, e ao analisá-las, notamos que a maioria poderia ser tratada ou mesmo evitada, como acidentes de trânsito, afogamento, violência interpessoal, e, então, chegamos ao suicídio. ', 'Em sua maioria, o suicídio ocorre na adolescência. É um período de transição e de transformações, e também o meio termo entre a fase infantil e a adulta. É a fase onde os jovens procuram aproveitar a vida, festejar, conhecer novos lugares e novas pessoas. No entanto, muitos se decepcionam quando percebem que a vida não é como imaginaram. Durante esta aventura, milhares de informação são absorvidas, e vamos admitir: quando se é jovem, não é fácil filtrar as coisas boas e ruins. No meio disso tudo, são inúmeros infortúnios nos quais acabam esbarrando, como depressão, problemas amorosos ou familiares, consumo de drogas e álcool, bullying, traumas emocionais, desilusões amorosas, demissão do trabalho, ou a não aceitação de seu padrão na sociedade. Eventualidades que fazem com que o indivíduo busque aliviar a dor, supondo que o único jeito seria tirando a própria vida. ', 'De acordo com o Centro de Controle e Prevenção de Doenças (CDC), dos Estados Unidos, entre os métodos que os jovens mais optam para o suicídio estão a arma de fogo, o sufocamento e o enforcamento. Todavia, parece que estas formas vêm se tornando antiquadas. Com o advento da internet e das redes sociais, vêm se manifestando os famosos jogos e desafios, como os jogos da baleia azul e da asfixia, desafios de inalar desodorante aerossol e certas competições que induzem jovens e crianças a tomarem grandes quantidades de bebidas alcóolicas. Estes desafios testam até que ponto os jovens chegam e muitos aceitam estes desafios já impulsionados pela ânsia do suicídio. ', 'Para solucionar ou ao menos amenizar este problema, existem campanhas como a do Setembro Amarelo, que conscientiza a população brasileira sobre a prevenção do suicídio entre jovens. A campanha expressa que o suicídio pode ser evitado com ações corriqueiras, como o diálogo. Também é aconselhável que os pais, familiares e amigos próximos tentem ficar mais atentos a mudança de comportamento dos jovens. Outra ideia é que o governo, junto com o Ministério da Saúde, pudesse implantar, nas escolas e municípios, palestras e acompanhamento psicológico, para que estes possam orientar os jovens, elucidando que o suicídio não é a melhor forma de resolver os problemas. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
60.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['Automutilação; salto de prédios; uso de drogas . Os últimos anos vêm sendo marcados por jovens que atentam contra a própria vida, a ponto de o número de incidências dessa natureza se tornar tamanho que, segundo a Organização Mundial da Saúde , já é a segunda maior causa de morte de adolescentes no planeta. Os motivos que os levam ao suicídio, por sua vez, são diversos, mas é estimado que o elevado sofrimento é um fato pertinente a isso. Nesse intuito, ao se observar as causas desse sofrimento, muitas dessas estão relacionadas à excessiva pressão social sobre tais indivíduos, os quais têm buscado o atentado contra a própria vida como fuga de seus desafios. ', 'Hoje, observa-se que a sociedade impõe inúmeras exigências aos jovens, tais como a aprovação no vestibular de uma universidade renomada, o não uso de inúmeros produtos e serviços destinados aos juvenis, ou até mesmo atribuição de responsabilidades não condizentes com essa fase da vida, obrigando-os a um verdadeiro salto da infância à vida adulta. Dessa forma, muitos jovens, por não conseguirem atender às “suas obrigações”, frustram-se e julgam-se inúteis ao meio em que vivem, sofrendo, posteriormente, com problemas depressivos. Seus responsáveis, ainda, são despreparados em tais ocasiões, na maioria das vezes, vendo-os apenas como seres preguiçosos ou “cheios de frescura” .', 'Ademais, muitos jovens também são julgados por suas escolhas divergirem de padrões estabelecidos como dignos/corretos no meio social, como se observa com estilo de vestuário, estilo de alimentação e a homossexualidade. Nos dois primeiros exemplos, os estilos de vestuário e de alimentação, muitos jovens sofrem bullying por optarem por vestimentas consideradas não sociais, como o dito estilo gótico, ou simplesmente por aderirem a uma alimentação mais saudável, como a vegana, sofrendo, conseguintemente, ataques preconceituosos. No terceiro e último exemplo, também o mais polêmico, a homossexualidade, é onde são observados inúmeros jovens depressivos, devido aos bombardeios preconceituosos provenientes desde familiares até de colegas de estudo/trabalho, depreciando-lhes a força mental e impulsionando-os ao suicídio, afinal a pressão psicológica se torna tamanha, além de raramente possuírem algum apoio amigo, que não enxergam outra solução. ', 'Pode-se inferir, dessa forma, que a contínua pressão social/psicológica sobre os jovens tem elevado seu nível de sofrimento/depressão e, não raro, de suicídio. Isso é reflexo de uma barreira cultural insustentável nos dias atuais, a qual precisa ser derrubada, seja por meio de um maior diálogo entre jovens e seus responsáveis, seja pela maior preparação destes para lidar com tais situações, seja, também, pelo estímulo ao respeito/compreensão com o próximo, a fim de impulsionar os indivíduos a valorizarem não só a própria vida, como também a daquele ao seu alcance. ']",Sintaxe excelente,Max dois desvios,5,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Não legitimado,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
70.html,o-suicidio-entre-os-jovens-como-resolver-esse-problema,"['No limiar do século XXI o suicídio entre os jovens é uma problemática atual e com inúmeros fatores contribuem para tomar a decisão final. Assim como no período colonial quando escravos optaram pela morte do que a prosseguir com o trabalho forçado, jovens utilizam o suicídio para a saída de situações que parecem irresolutas. Nesse âmbito, é possível notar que a saúde mental e as influências contemporâneas são de suma importância para a decisão de tirar a própria vida.', 'De um lado a saúde mental é um fator de extrema relevância na vida do indivíduo que vive em sociedade. Com o aumento do suicídio entre os jovens problemas como depressão, relacionamentos e situações desfavoráveis são um gatilho para que o óbito seja uma escolha plausível. No filme ‘’Como salvar uma vida’’, podemos observar como o bullying é prejudicial à saúde mental. Após sofrer com sua vida social o estudante se suicida no colégio, gerando a reflexão por todos os colegas. Dessa maneira é importante que os ambientes como trabalho, escola, estejam promovendo a socialização de todos. ', 'De outro lado como vivemos em mundo globalizado, cresce exponencialmente o número de influenciadores, que inspiram as atitudes dos fãns. Além disso alguns astros do rock como Kurt Cobain e Chorão, se suicidaram e com o grande alcance de público é inevitável que haja influência. Por isso é de indelével valor que haja policiamento dos pais com os jovens na internet e qualquer tipo de apologia seja erradicada. ', 'Pode-se perceber, portanto, que o problema do suicídio dos jovens brasileiros é importante e deve ser combatido na sociedade. Medidas devem ser tomadas como promover a socialização; grupos de apoio para aqueles que precisam de melhorar a saúde mental; limites para menores na internet; importante o policiamento de agências em tudo que tenha o suicídio como assunto. Outras medidas devem ser tomadas, mas como diria Oscar Wilde: ‘’ O primeiro passo é o mais importante na evolução de um homem ou nação. ’’']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,2 elementos válidos,Não possui estrutura condicional,2
0.html,o-uso-agrotoxicos-no-brasil,"['A Revolução Verde trouxe avanços na agricultura aumentando a produção em larga escala de alimentos, graças ao desenvolvimento tecnológico que possibilitou a produção de insumos agrícolas, como agrotóxicos e fertilizantes, aumentando significamente a produtividade agrícola, mas trouxe consigo graves problemas de ordem social, econômica e ambiental.', 'Primeiramente, o uso inadequado e abusivo de agrotóxicos na lavoura agrícola gerar impactos negativos ao meio ambiente.A falta de conhecimento técnico tem levado agricultores a aplicarem agrotóxicos de maneira indevida nas culturas, causando verdadeiros estragos, um desses problemas é, a poluição do solo que se torna infértil para o plantio de culturas, gerando fome para milhares de famílias, agrotóxico quando se infiltra no solo contamina os lenções freáticos, comprometendo as espécies vegetais e matando animais por envenenamento, devido ao acúmulo desse produto tóxico no seu organismo. ', 'Outro problema gerado pela utilização de agrotóxicos são os problemas de saudê que atinge grande parte da população. Quando o indivíduo ingere alimento que contém certa quantidade de agrotóxico, tal produto atinge o sistema respiratório do ser humano, causando problemas pulmonares, como asma, bronquite e até câncer, levando o indivíduo à morte. ', 'Em decorrência disso, nota-se a necessidade de mudar comportamentos humanos com relação ao uso de agrotóxicos, adotando por parte do agricultor atitudes sustentáveis controlando o uso de agrotóxicos, de forma que, não agrida o meio ambiente e não cause danos à saúde das pessoas, necessário também que o Estado ofereça assistência técnica aos agricultores a fim de ensiná-los a aplicar corretamente os agrotóxicos, sem comprometer o meio ambiente e saúde das pessoas, além de implantar órgãos de fiscalizações na zona rural para evitar qualquer ação que desrespeite a lei com relação ao uso de agrotóxicos. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
12.html,o-uso-agrotoxicos-no-brasil,"['Em 1954 e 1975 acontecia a guerra do Vietnã, esse conflito era dividido em norte e sul, União Soviética e Estados Unidos. Entre muitas estratégias militares estavam o uso de armas químicas, herbicidas eram jogados na plantação para dificultar o esconderijo de soldados, causando assim desidratação das plantas e atraindo doenças, mutilações e morte aos atingidos. A guerra acabou, mais o uso desordenado de agrotóxicos na agricultura moderna continuam afetando negativamente a saúde e o meio ambiente. ', 'Segundo o IBGE o uso de agrotóxicos tem crescido deliberadamente nas grandes produções de alimentos, um dos motivos para isso é que o produtor não quer adquirir prejuízos em suas colheitas, causados pelas pragas que devoram a plantação, e também querem produzir muito e em pouco tempo, alimentos para o mercado brasileiro e também exterior. ', 'Consequentemente, esse “equilíbrio” financeiro implica no meio ambiente e na saúde da população, tornando as pessoas mais vulneráveis a doenças como: câncer, envenenamento, doenças renais, redução da fecundidade, além de outros. Nesse contexto, pode-se citar que a contaminação da água por agrotóxicos só perde para o esgoto doméstico. ', 'Portanto medidas devem ser tomadas para que se resolva o impasse. O governo federal juntamente com a ANVISA através do ministério da agricultura poderiam promover treinamentos a agricultores a respeito de pesticidas orgânicos ( ex. sabão de coco com dentes de alho fervidos na água), apoiando e financiando alguns produtores que já aderiram a essa ideia, e também promovendo palestras com os mesmos para que eles testemunhem os benefícios relacionados à saúde do consumidor final e as finanças pessoais. São atitudes sustentáveis que farão dos agrotóxicos assim como a guerra, apenas páginas em nossos livros de história. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Não pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
28.html,o-uso-agrotoxicos-no-brasil,"['O uso excessivo de agrotóxicos vem crescendo cada vez mais no Brasil,pois são produtos químicos utilizados para benefícios da agricultura. ', 'Apesar dos agrotóxicos protegerem a agricultura podem prejudicar os seres vivos através da contaminação,poluição do solo,da água e do ar. ', 'Nos seres humanos os agrotóxicos podem causar graves problemas como por exemplo:lesões nos rins,câncer,entre outros e ainda levar à morte. ', 'É fundamental que se utilize os agrotóxicos de maneira moderada para que assim diminua os problemas de saúde e os impactos ambientais. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Possui traços constantes de outros tipos textuais,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,1,Com direção,Projeto de texto com muitas falhas,"Sem desenvolvimento ou com desenvolvimento de apenas uma informação, fato ou opinião",Sem contradição grave,2,Presença rara de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,1,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,1 elemento válido,Não possui estrutura condicional,1
30.html,o-uso-agrotoxicos-no-brasil,"['Os agrotóxicos começaram se intensificado no final da Segunda Guerra Mundial , conhecido como a Revolução Verde, é usado para controlar insetos, doenças, ou plantas daninhas que causam danos às plantações e tem ganhado bastante visibilidade na sociedade, s urbanistas defendem a necessidade de usar para a maior produtividade da agricultura, já os especialistas e ambientalistas são contra o uso pois trazem riscos à saúde e ao meio ambiente. ', 'O Brasil é o maior consumidor, segundo o site g1 (globo.com) e com o maior risco, tanto para os trabalhadores da agricultura, e para os consumidores podendo causar doenças gravíssimas, como problemas neurológicos, mentais, câncer de diversos tipos entre outros . No meio ambiente também tem seus prejuízos podem diminuir a biodiversidade do solo, ocasionar acidez, desencadear a morte de vários tipos de plantas. ', 'Sendo assim, diante de todos problemas causados pelo agrotóxico é fundamental que haja novas maneiras e fiscalização para que diminua os riscos para os seres vivos, e que de alguma forma seja palestras, campanhas na televisão, conscientizando a população na importância de lavar os alimentos assim diminuindo a concentração inserido do agrotóxico. ']",Sintaxe regular,Alguns desvios,3,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença regular de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,3 elementos válidos,Não possui estrutura condicional,3
32.html,o-uso-agrotoxicos-no-brasil,"['É inegável que no Brasil há uma grande e excessiva utilização de agrotóxicos, o que é perceptível ao analisarmos os dados do Dossiê da Associação Brasileira de Saúde Coletiva (Abrasco) : ""O país consome, em média, 7 litros per capita de veneno a cada ano, o que resulta em mais de 70 mil intoxicações agudas e crônicas em igual período"". As causas para essa problemática podem ser : o uso desenfreado de agrotóxicos, a ausência de leis que atenuam essa quantidade e a falta de conhecimento de muitos agricultores sobre outras medidas que possam acabar com as pragas sem ser necessariamente os agrotóxicos. ', 'Sabe-se que os agrotóxicos são os responsáveis por matar as pragas e doenças que afetam as plantações, no entanto o uso elevado destes acaba por trazer sérios riscos tanto à saúde como ao meio ambiente, pois o alto grau de toxicidade traz problemas como o câncer e problemas crônicos aos consumidores destes alimentos e pode contaminar também o solo deixando-o desnutrido e infértil , lagos e rios, inclusive animais como as abelhas (que são as responsáveis pela polinização). ', 'Outro fator existente é a ausência de leis que impeçam esse índice alarmante do uso de agrotóxicos, facilitando assim uma maior e cada vez mais crescente utilização destes produtos por parte dos agricultores. ', 'Ainda convém lembrar que, na busca por matar as pragas alguns agricultores sem saber outras medidas eficazes acaba por utilizar somente os defensivos agrícolas que pioram ainda mais a situação, pois um solo desnutrido acaba ficando mais sucessível a doenças e pragas. ', ""Em vista dos argumentos apresentados , faz-se necessário que o Governo crie uma lei que diminua essa quantidade de agrotóxicos utilizados atualmente, incentive os agricultores a utilizar medidas simples como o adubo orgânico, água de verduras, compostagens e também o Governo , em parceria com as ONG's, pode criar campanhas para a renovação de áreas degradadas pelo uso elevado de agrotóxicos. Além disso a mídia deve atuar mostrando os cuidados que a população deve ter ao comprar esses alimentos e incentivar o uso de maneiras sustentáveis à população, para que assim sejam reduzidas as consequências e os cidadãos possam ter uma melhor qualidade de vida para essa e as gerações futuras, e o meio ambiente um lugar mais sadio. ""]",Sintaxe boa,Poucos desvios,4,Abordagem completa,Uma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
